Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Coltman, C.E., Steele, J.R., McGhee, D.E.","57189254028;7402403999;15136325400;","Does breast size affect how women participate in physical activity?",2019,"Journal of Science and Medicine in Sport","22","3",,"324","329",,,"10.1016/j.jsams.2018.09.226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053726642&doi=10.1016%2fj.jsams.2018.09.226&partnerID=40&md5=5fa4e09374811160162e2a29e6a8ec56",Article,"Final",,Scopus,2-s2.0-85053726642
"Williams, S.R., Thompson, K.L., Notebaert, A.J., Sinning, A.R.","57203620948;57203622328;57203623510;6602689633;","Prosection or Dissection: Which is Best for Teaching the Anatomy of the Hand and Foot?",2019,"Anatomical Sciences Education","12","2",,"173","180",,1,"10.1002/ase.1808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052438941&doi=10.1002%2fase.1808&partnerID=40&md5=246c07850222878d710ea80a56824487",Article,"Final",,Scopus,2-s2.0-85052438941
"Beckham, G.K., Suchomel, T.J., Sole, C.J., Bailey, C.A., Grazer, J.L., Kim, S.B., Talbot, K.B., Stone, M.H.","55962098900;55307500500;56242141100;56651649800;56580244400;55243558900;57206771838;7402473307;","Influence of sex and maximum strength on reactive strength index-modified",2019,"Journal of Sports Science and Medicine","18","1",,"65","72",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061996107&partnerID=40&md5=69f92b2462fef8b05097809cae094b41",Article,"Final",,Scopus,2-s2.0-85061996107
"Luz, C., Cordovil, R., Rodrigues, L.P., Gao, Z., Goodway, J.D., Sacko, R.S., Nesbitt, D.R., Ferkel, R.C., True, L.K., Stodden, D.F.","56382173800;28267487300;9733278700;23392710800;6602214696;57194212738;57191710939;57201514449;55934131800;6508228617;","Motor competence and health-related fitness in children: A cross-cultural comparison between Portugal and the United States",2019,"Journal of Sport and Health Science","8","2",,"130","136",,3,"10.1016/j.jshs.2019.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061029377&doi=10.1016%2fj.jshs.2019.01.005&partnerID=40&md5=a131015f5b2805d11cabdbf034c8307f",Article,"Final",Open Access,Scopus,2-s2.0-85061029377
"Maloney, M.M., Shah, P.P., Zellmer-Bruhn, M., Jones, S.L.","16064392400;55430006800;6506118321;57208465124;","The lasting benefits of teams: Tie vitality after teams disband",2019,"Organization Science","30","2",,"260","279",,1,"10.1287/orsc.2018.1254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064628711&doi=10.1287%2forsc.2018.1254&partnerID=40&md5=a819065f4f9ee6e15809fb36085027d5",Article,"Final",,Scopus,2-s2.0-85064628711
"Weinschenk, A.C., Dawes, C.T., Kandler, C., Bell, E., Riemann, R.","35263277100;16204797900;25638612900;18435797000;7005704624;","New evidence on the link between genes, psychological traits, and political engagement",2019,"Politics and the Life Sciences","38","1",,"1","13",,,"10.1017/pls.2019.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065829254&doi=10.1017%2fpls.2019.3&partnerID=40&md5=b7075e3a8400acc7556ed3636a4279a0",Article,"Final",Open Access,Scopus,2-s2.0-85065829254
"Haapala, E.A., Lintu, N., Väistö, J., Tompuri, T., Soininen, S., Viitasalo, A., Eloranta, A.-M., Venäläinen, T., Sääkslahti, A., Laitinen, T., Lakka, T.A.","55749732700;16063696200;56125038900;22836856300;55945446600;55568936300;36643813200;51162289400;6507628256;7006290827;7007104204;","Longitudinal Associations of Fitness, Motor Competence, and Adiposity with Cognition",2019,"Medicine and Science in Sports and Exercise","51","3",,"465","471",,,"10.1249/MSS.0000000000001826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061603572&doi=10.1249%2fMSS.0000000000001826&partnerID=40&md5=77f3d5d0b7e8c6ecf2bb7efc85721320",Article,"Final",,Scopus,2-s2.0-85061603572
"Koloniari, M., Vraimaki, E., Fassoulis, K.","36806135600;26636102600;55213864100;","Factors affecting knowledge creation in academic libraries",2019,"Journal of Librarianship and Information Science","51","1",,"20","33",,3,"10.1177/0961000616668958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029348901&doi=10.1177%2f0961000616668958&partnerID=40&md5=6ce3482df31b2ed173a4094c01c645c6",Article,"Final",,Scopus,2-s2.0-85029348901
"Satir, S.","57207357090;","Determination of mandibular morphology in a TURKISH population with Down syndrome using panoramic radiography",2019,"BMC Oral Health","19","1", 722,"","",,,"10.1186/s12903-019-0722-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062448572&doi=10.1186%2fs12903-019-0722-8&partnerID=40&md5=cad697be425973f601d6003e534acf66",Article,"Final",Open Access,Scopus,2-s2.0-85062448572
"Gustafsson, M.K., Romundstad, P.R., Stafne, S.N., Helvik, A.-S., Stunes, A.K., Mørkved, S., Salvesen, K.Å., Thorsby, P.M., Mosti, M.P., Syversen, U.","56789611400;35553677400;51162111400;12760332200;13005675500;6602532515;7003273845;6603212809;26030531400;7003558319;","The effect of an exercise program in pregnancy on Vitamin D status among healthy, pregnant Norwegian women: A randomized controlled trial 11 Medical and Health Sciences 1117 Public Health and Health Services",2019,"BMC Pregnancy and Childbirth","19","1", 79,"","",,,"10.1186/s12884-019-2220-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061978956&doi=10.1186%2fs12884-019-2220-z&partnerID=40&md5=67bf6738f65a2935ae2ea252c9a3e542",Article,"Final",Open Access,Scopus,2-s2.0-85061978956
"Boateng, G.O., Martin, S.L., Tuthill, E.L., Collins, S.M., Dennis, C.-L., Natamba, B.K., Young, S.L.","55503437800;55967624500;55763179000;57192389446;55218367500;23969567300;35249987400;","Adaptation and psychometric evaluation of the breastfeeding self-efficacy scale to assess exclusive breastfeeding",2019,"BMC Pregnancy and Childbirth","19","1", 73,"","",,,"10.1186/s12884-019-2217-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061857694&doi=10.1186%2fs12884-019-2217-7&partnerID=40&md5=63f9013948e4845e9ace578ecb9dabfd",Article,"Final",Open Access,Scopus,2-s2.0-85061857694
"Freitas, T.T., Calleja-González, J., Carlos-Vivas, J., Marín-Cascales, E., Alcaraz, P.E.","57095610800;18435913200;57193858622;56335866000;24502780500;","Short-term optimal load training vs a modified complex training in semi-professional basketball players",2019,"Journal of Sports Sciences","37","4",,"434","442",,2,"10.1080/02640414.2018.1504618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052133662&doi=10.1080%2f02640414.2018.1504618&partnerID=40&md5=32108909bf7f23c21c60c774923c9c82",Article,"Final",,Scopus,2-s2.0-85052133662
"Mirsharifa, S.M., Mirzaian, B., Dousti, Y.","55324055300;55336981300;55753596600;","The efficacy of acceptance and commitment therapy (ACT) matrix on depression and psychological capital of the patients with irritable bowel syndrome",2019,"Open Access Macedonian Journal of Medical Sciences","7","3",,"421","427",,,"10.3889/oamjms.2019.076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066763300&doi=10.3889%2foamjms.2019.076&partnerID=40&md5=b5e9526c25bce47640138fffeadc7a81",Article,"Final",Open Access,Scopus,2-s2.0-85066763300
"Jiménez-Peñuela, J., Ferraguti, M., Martínez-de la Puente, J., Soriguer, R., Figuerola, J.","57204241037;55340842400;55792883400;6603370710;7004073252;","Urbanization and blood parasite infections affect the body condition of wild birds",2019,"Science of the Total Environment","651",,,"3015","3022",,,"10.1016/j.scitotenv.2018.10.203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055022738&doi=10.1016%2fj.scitotenv.2018.10.203&partnerID=40&md5=fdd2c5e12230ac93a5cbe9d0dbc86fc1",Article,"Final",,Scopus,2-s2.0-85055022738
"Schweizer, K., Reiß, S., Ren, X., Wang, T., Troche, S.J.","7006571462;36629231800;56438481200;55821912000;14020730600;","Speed effect analysis using the CFA framework",2019,"Frontiers in Psychology","10","FEB", 239,"","",,,"10.3389/fpsyg.2019.00239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061620156&doi=10.3389%2ffpsyg.2019.00239&partnerID=40&md5=3752ed51ed4c356508365661ce57b4e8",Article,"Final",Open Access,Scopus,2-s2.0-85061620156
"Cross, W.F., West, J.C., Pisani, A.R., Crean, H.F., Nielsen, J.L., Kay, A.H., Caine, E.D.","8503893300;57198902468;8383778400;7801443320;57205890238;57205884576;57201527878;","A randomized controlled trial of suicide prevention training for primary care providers: A study protocol",2019,"BMC Medical Education","19","1", 58,"","",,,"10.1186/s12909-019-1482-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061530236&doi=10.1186%2fs12909-019-1482-5&partnerID=40&md5=d4cdea1b51c4b82514f6eb456e1545b2",Article,"Final",Open Access,Scopus,2-s2.0-85061530236
"Thoresen, M.","13610511600;","Spurious interaction as a result of categorization 01 Mathematical Sciences 0104 Statistics",2019,"BMC Medical Research Methodology","19","1", 28,"","",,,"10.1186/s12874-019-0667-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061244626&doi=10.1186%2fs12874-019-0667-2&partnerID=40&md5=1d604a3dee024bd0299f9dee180b6df3",Article,"Final",Open Access,Scopus,2-s2.0-85061244626
"Medina, L.D., Sadler, M., Yeh, M., Filoteo, J.V., Woods, S.P., Gilbert, P.E.","14037680400;7005426314;7202944216;6701397710;34980047900;7202652831;","Collectivism is associated with greater neurocognitive fluency in older adults",2019,"Frontiers in Human Neuroscience","13",, 122,"","",,,"10.3389/fnhum.2019.00122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069429478&doi=10.3389%2ffnhum.2019.00122&partnerID=40&md5=a354cf688b896b69c658bf883d65021e",Article,"Final",Open Access,Scopus,2-s2.0-85069429478
"Schroter, S., Pakpoor, J., Morris, J., Chew, M., Godlee, F.","7003363974;55027372800;56493700800;55908247500;26643531000;","Effect of different financial competing interest statements on readers' perceptions of clinical educational articles: A randomised controlled trial",2019,"BMJ Open","9","2", e025029,"","",,,"10.1136/bmjopen-2018-025029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061244655&doi=10.1136%2fbmjopen-2018-025029&partnerID=40&md5=a7bbea50e0abf38cfa113b74b11523ad",Article,"Final",Open Access,Scopus,2-s2.0-85061244655
"Tanaka, M., Hashimoto, K.","57205703533;57205702942;","Impact of consuming green and yellow vegetables on the depressive symptoms of junior and senior high school students in Japan",2019,"PLoS ONE","14","2", e0211323,"","",,,"10.1371/journal.pone.0211323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061175945&doi=10.1371%2fjournal.pone.0211323&partnerID=40&md5=330d747ca3d426e6c43c3d3e0506effe",Article,"Final",Open Access,Scopus,2-s2.0-85061175945
"Cao, W., Li, C., Zhang, J., Dong, D., Sun, X., Yao, S., Huang, B., Liu, J.","57203743104;57204670094;57196380530;57193224827;57202333091;8248854300;36087446500;55940271700;","Regional homogeneity abnormalities in early-onset and adolescent-onset conduct disorder in boys: A resting-state fMRI study",2019,"Frontiers in Human Neuroscience","13",, 26,"","",,,"10.3389/fnhum.2019.00026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069454047&doi=10.3389%2ffnhum.2019.00026&partnerID=40&md5=0d0a767350f053ed12b31ce5bc1628ac",Article,"Final",Open Access,Scopus,2-s2.0-85069454047
"Parkinson, T.D., Kornelsen, J., Smith, S.D.","57195609322;6506419533;55574243615;","Trait mindfulness and functional connectivity in cognitive and attentional resting state networks",2019,"Frontiers in Human Neuroscience","13",, 112,"","",,,"10.3389/fnhum.2019.00112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069533540&doi=10.3389%2ffnhum.2019.00112&partnerID=40&md5=521202ac6793c399ac8287079a301a9a",Article,"Final",Open Access,Scopus,2-s2.0-85069533540
"Rodríguez, J.E., Marzo, J.C., Piqueras, J.A.","57199093084;24503427900;7102911672;","Efficacy of sphincter control training (SCT) in the treatment of premature ejaculation, a new cognitive behavioral approach: A parallel-group randomized, controlled trial",2019,"PLoS ONE","14","2", e0212274,"","",,,"10.1371/journal.pone.0212274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062082421&doi=10.1371%2fjournal.pone.0212274&partnerID=40&md5=8b965251feb930594214191ff6fcb7c0",Article,"Final",Open Access,Scopus,2-s2.0-85062082421
"Mosher, V., Swain, M., Pang, J., Kaplan, G., Sharkey, K., MacQueen, G., Goodyear, B.G.","57202905850;35399343200;56147570200;57203237571;57206413750;26643050200;6603591435;","Primary biliary cholangitis patients exhibit MRI changes in structure and function of interoceptive brain regions",2019,"PLoS ONE","14","2", e0211906,"","",,,"10.1371/journal.pone.0211906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061256721&doi=10.1371%2fjournal.pone.0211906&partnerID=40&md5=a1f49a2cdf5ee9a00ac8b2f05ae039f7",Article,"Final",Open Access,Scopus,2-s2.0-85061256721
"Hamilton, K., Keech, J.J., Peden, A.E., Hagger, M.S.","57205289461;57194164760;32367835400;6602134841;","Protocol for developing a mental imagery intervention: A randomised controlled trial testing a novel implementation imagery e-health intervention to change driver behaviour during floods",2019,"BMJ Open","9","2", e025565,"","",,1,"10.1136/bmjopen-2018-025565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061305449&doi=10.1136%2fbmjopen-2018-025565&partnerID=40&md5=30d034a6b6cc4e2f12b94476db444a41",Article,"Final",Open Access,Scopus,2-s2.0-85061305449
"Djimeu, E.W., Heard, A.C.","56082297700;57189989172;","Treatment of HIV among tuberculosis patients: A replication study of timing of antiretroviral therapy for HIV-1-associated tuberculosis",2019,"PLoS ONE","14","2", e0210327,"","",,,"10.1371/journal.pone.0210327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060952265&doi=10.1371%2fjournal.pone.0210327&partnerID=40&md5=f487d8f4097e9bcac064dcc4f628711f",Article,"Final",Open Access,Scopus,2-s2.0-85060952265
"Kaguelidou, F., Le Roux, E., Mangiarini, L., Lundin, R., De Leeuw, T.G., Della Pasqua, O., Felisi, M., Bonifazi, D., Tibboel, D., Ceci, A., De Wildt, S.N., Alberti, C.","14056327500;57188680326;55596319100;56247093900;23993820600;57210076976;6507112638;56402963800;57200399202;7006836325;6701786458;7006093385;","Non-inferiority double-blind randomised controlled trial comparing gabapentin versus tramadol for the treatment of chronic neuropathic or mixed pain in children and adolescents: The GABA-1 trial-a study protocol",2019,"BMJ Open","9","2", e023296,"","",,,"10.1136/bmjopen-2018-023296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061975399&doi=10.1136%2fbmjopen-2018-023296&partnerID=40&md5=6cf8becab3dbd967fc42838a1d382a78",Article,"Final",Open Access,Scopus,2-s2.0-85061975399
"Nemanich, S.T., Rich, T.L., Chen, C.-Y., Menk, J., Rudser, K., Chen, M., Meekins, G., Gillick, B.T.","55516665000;55962340100;55546544800;36572154100;9732575400;56809737900;8856486200;6508218215;","Influence of combined transcranial direct current stimulation and motor training on corticospinal excitability in children with unilateral cerebral palsy",2019,"Frontiers in Human Neuroscience","13",, 137,"","",,,"10.3389/fnhum.2019.00137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069539313&doi=10.3389%2ffnhum.2019.00137&partnerID=40&md5=ab79c3d06558c6d6f11f7ed637019f2f",Article,"Final",Open Access,Scopus,2-s2.0-85069539313
"Van Westrhenen, N., Fritz, E., Vermeer, A., Boelen, P., Kleber, R.","56444379900;24467724800;7006210745;6701799789;7005332404;","Creative arts in psychotherapy for traumatized children in South Africa: An evaluation study",2019,"PLoS ONE","14","2", e0210857,"","",,,"10.1371/journal.pone.0210857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061505405&doi=10.1371%2fjournal.pone.0210857&partnerID=40&md5=9b1a68f3a7f1174b56def12580f2d1e3",Article,"Final",Open Access,Scopus,2-s2.0-85061505405
"Borstein, S.R., Fordyce, J.A., O’Meara, B.C., Wainwright, P.C., McGee, M.D.","56979973400;7004026957;57189089607;7101721660;55556865600;","Reef fish functional traits evolve fastest at trophic extremes",2019,"Nature Ecology and Evolution","3","2",,"191","199",,1,"10.1038/s41559-018-0725-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057573677&doi=10.1038%2fs41559-018-0725-x&partnerID=40&md5=e870e563c2fa49ea47f8093b612e3657",Article,"Final",,Scopus,2-s2.0-85057573677
"Dabbagh, A.-R., Kamrani, E., Taherizadeh, M.R., Jahromi, M.S., Naderloo, R.","36951678500;26667851800;54901974800;57210081220;21834351700;","Sexual system and Sexual dimorphism in the shrimp Arete indicus, symbiont with the sea urchin Echinometra mathaei in the Persian Gulf, Iran",2019,"Indian Journal of Geo-Marine Sciences","48","2",,"259","262",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065041715&partnerID=40&md5=cb4c6ba096bfe9f98941c839a40177dd",Article,"Final",,Scopus,2-s2.0-85065041715
"Herrero, J., Urueña, A., Torres, A., Hidalgo, A.","35509196700;57015136500;56261055600;23568177400;","Socially Connected but Still Isolated: Smartphone Addiction Decreases Social Support Over Time",2019,"Social Science Computer Review","37","1",,"73","88",,2,"10.1177/0894439317742611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041377529&doi=10.1177%2f0894439317742611&partnerID=40&md5=f87a6ba85b1e373c6bdf563a7dc199df",Article,"Final",,Scopus,2-s2.0-85041377529
"Gao, L., Sam, A.G.","57201990245;12800756000;","Does climate matter? An empirical study of interregional migration in China",2019,"Papers in Regional Science","98","1",,"477","496",,,"10.1111/pirs.12335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060885147&doi=10.1111%2fpirs.12335&partnerID=40&md5=06b21b78fd0e2dcdd41b4373ac155073",Article,"Final",Open Access,Scopus,2-s2.0-85060885147
"Birk, R., Heifetz, E.M.","7004745744;8892601000;","Variations in biochemical values for common laboratory tests: a comparison among multi-ethnic Israeli women cohort",2019,"Irish Journal of Medical Science","188","1",,"249","258",,,"10.1007/s11845-018-1825-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046013519&doi=10.1007%2fs11845-018-1825-y&partnerID=40&md5=84e2c1cd0d229f76aa5cc538ed65314f",Article,"Final",,Scopus,2-s2.0-85046013519
"Grant Robinson, D., Margrain, T.H., Bailey, C., Binns, A.M.","57209253214;6603432139;14718897900;10040523200;","An evaluation of a battery of functional and structural tests as predictors of likely risk of progression of age- related macular degeneration",2019,"Investigative Ophthalmology and Visual Science","60","2",,"580","589",,,"10.1167/iovs.18-25092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061123347&doi=10.1167%2fiovs.18-25092&partnerID=40&md5=28de8279c6a0d5902a0f6a3845c8d420",Article,"Final",Open Access,Scopus,2-s2.0-85061123347
"Warth, M., Koehler, F., Weber, M., Bardenheuer, H.J., Ditzen, B., Kessler, J.","55745551500;57205596857;7404140209;7006721425;16308637200;14323549300;","""Song of Life (SOL)"" study protocol: A multicenter, randomized trial on the emotional, spiritual, and psychobiological effects of music therapy in palliative care",2019,"BMC Palliative Care","18","1", 14,"","",,1,"10.1186/s12904-019-0397-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060895279&doi=10.1186%2fs12904-019-0397-6&partnerID=40&md5=cfa689d7d7650453758f62e76d4d03db",Article,"Final",Open Access,Scopus,2-s2.0-85060895279
"Navarro-Haro, M.V., Modrego-Alarcón, M., Hoffman, H.G., López-Montoyo, A., Navarro-Gil, M., Montero-Marin, J., García-Palacios, A., Borao, L., García-Campayo, J.","56955636800;57193067497;7201677607;57195236598;55551872600;35292920200;55917735200;57197792593;7007024687;","Evaluation of a mindfulness-based intervention with and without virtual reality dialectical behavior therapy® mindfulness skills training for the treatment of generalized anxiety disorder in primary care: A pilot study",2019,"Frontiers in Psychology","10","JAN", 55,"","",,,"10.3389/fpsyg.2019.00055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061030144&doi=10.3389%2ffpsyg.2019.00055&partnerID=40&md5=83bf01ccefec8eb7cb74f152d567c160",Article,"Final",Open Access,Scopus,2-s2.0-85061030144
"Lucertini, F., Ferri Marini, C., Sisti, D., Stocchi, V., Federici, A., Gregorio, F., Piangerelli, D., Chiatti, C., Cherubini, A., Boemi, M., Romagnoli, F., Cucchi, M., D'Angelo, F., Luconi, M.P., Bonfigli, A.R.","23467309900;57202814110;6603030667;7004551534;12773679900;55388698500;57205392600;36236836900;7005767834;7004517407;6603705527;55534443000;55596788200;57190211895;7004849319;","Discontinuously supervised aerobic training vs. physical activity promotion in the self-management of type 2 diabetes in older Italian patients: Design and methods of the 'TRIPL-A' randomized controlled trial",2019,"BMC Geriatrics","19","1", 11,"","",,,"10.1186/s12877-018-1022-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059842315&doi=10.1186%2fs12877-018-1022-x&partnerID=40&md5=46090389c2eaa3cbeaca5bf582175c38",Article,"Final",Open Access,Scopus,2-s2.0-85059842315
"Wilson, J.J., Blackburn, N.E., O'Reilly, R., Kee, F., Caserotti, P., Tully, M.A.","56666294900;57193309123;57206030910;55191117500;57202105992;7004819100;","Association of objective sedentary behaviour and self-rated health in English older adults",2019,"BMC Research Notes","12","1", 12,"","",,,"10.1186/s13104-019-4050-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059834154&doi=10.1186%2fs13104-019-4050-5&partnerID=40&md5=154bd6310c0c05c040fba596152b500e",Article,"Final",Open Access,Scopus,2-s2.0-85059834154
"Yoon, J.-S., Charness, N., Boot, W.R., Czaja, S.J., Rogers, W.A.","57196423238;35619385800;7003728715;7005547923;26324614300;","Depressive Symptoms as a Predictor of Memory Complaints in the PRISM Sample",2019,"Journals of Gerontology - Series B Psychological Sciences and Social Sciences","74","2",,"254","263",,1,"10.1093/geronb/gbx070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059795860&doi=10.1093%2fgeronb%2fgbx070&partnerID=40&md5=13d6f8a35185b73e1a369998658c0e38",Article,"Final",Open Access,Scopus,2-s2.0-85059795860
"Green, C.S., Lewis, P.J., Wozniak, J.R., Drevnick, P.E., Thies, M.L.","57200096586;7402869675;36948027200;8134271900;7006330525;","A comparison of factors affecting the small-scale distribution of mercury from artisanal small-scale gold mining in a Zimbabwean stream system",2019,"Science of the Total Environment","647",,,"400","410",,4,"10.1016/j.scitotenv.2018.07.418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050908679&doi=10.1016%2fj.scitotenv.2018.07.418&partnerID=40&md5=80e719263f0cab9834567a990ab0f847",Article,"Final",,Scopus,2-s2.0-85050908679
"Battaglia, G., Alesi, M., Tabacchi, G., Palma, A., Bellafiore, M.","56368775000;57126122900;6701544894;7102805719;6602372881;","The development of motor and pre-literacy skills by a physical education program in preschool children: A non-randomized pilot trial",2019,"Frontiers in Psychology","9","JAN", 2694,"","",,,"10.3389/fpsyg.2018.02694","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059760525&doi=10.3389%2ffpsyg.2018.02694&partnerID=40&md5=3b6630f77536f4e0fcd1dd7f6a028f82",Article,"Final",Open Access,Scopus,2-s2.0-85059760525
"Caesens, G., Stinglhamber, F., Demoulin, S., De Wilde, M., Mierop, A.","55583451900;6603385803;6603247818;57194086884;56595009900;","Perceived organizational support and workplace conflict: The mediating role of failure-related trust",2019,"Frontiers in Psychology","9","JAN", 2704,"","",,,"10.3389/fpsyg.2018.02704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059736975&doi=10.3389%2ffpsyg.2018.02704&partnerID=40&md5=b71cd64a1beb9017efaeb3be2e0241a0",Article,"Final",Open Access,Scopus,2-s2.0-85059736975
"Buelga, S., Martínez-Ferrer, B., Cava, M.-J., Ortega-Barón, J.","6504818674;16043061500;7007074291;57112473300;","Psychometric properties of the CYBVICS cyber-victimization scale and its relationship with psychosocial variables",2019,"Social Sciences","8","1", 13,"","",,,"10.3390/socsci8010013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060237362&doi=10.3390%2fsocsci8010013&partnerID=40&md5=940225f33162bf7bbbf5f234edc56807",Article,"Final",Open Access,Scopus,2-s2.0-85060237362
"Kok, P.J., Bayaga, A.","57208082870;36622195300;","Enhancing Graphic Communication and Design Student Teachers’ Spatial Visualisation Skills through 3D Solid Computer Modelling",2019,"African Journal of Research in Mathematics, Science and Technology Education","23","1",,"52","63",,,"10.1080/18117295.2019.1587249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063731398&doi=10.1080%2f18117295.2019.1587249&partnerID=40&md5=c601cad15abe28307be098d5111cb061",Article,"Final",,Scopus,2-s2.0-85063731398
"Stagg, B.C., Verde, M.F.","56008517000;55627877275;","Story of a Seed: educational theatre improves students’ comprehension of plant reproduction and attitudes to plants in primary science education",2019,"Research in Science and Technological Education","37","1",,"15","35",,1,"10.1080/02635143.2018.1455655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045745976&doi=10.1080%2f02635143.2018.1455655&partnerID=40&md5=e68f7ddf6daa59b22208a99c8b5edbcd",Article,"Final",,Scopus,2-s2.0-85045745976
"Banerjee, S., Mitra Mukherjee, P.","56283618000;57205753344;","Electoral alliance with sworn opponent political party: factors impacting voting intention",2019,"Asian Journal of Political Science","27","1",,"17","44",,,"10.1080/02185377.2019.1579105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061436067&doi=10.1080%2f02185377.2019.1579105&partnerID=40&md5=47bd719b024de19c8bc0c4f50d670262",Article,"Final",,Scopus,2-s2.0-85061436067
"Lampert, B., Unterrainer, C., Seubert, C.T.","57190072770;24381991500;56684922200;","Exhausted through client interaction-Detached concern profiles as an emotional resource over time?",2019,"PloS one","14","5",,"e0216031","",,,"10.1371/journal.pone.0216031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065676062&doi=10.1371%2fjournal.pone.0216031&partnerID=40&md5=ba2c99fed93526eb94a401838559eb7a",Article,"Final",Open Access,Scopus,2-s2.0-85065676062
"Turner, S.L., Karahalios, A., Forbes, A.B., Taljaard, M., Grimshaw, J.M., Cheng, A.C., Bero, L., McKenzie, J.E.","57194609201;7801322442;55555014400;57205082436;34769948000;57202414600;7006671378;7202100187;","Design characteristics and statistical methods used in interrupted time series studies evaluating public health interventions: Protocol for a review",2019,"BMJ Open","9","1", e024096,"","",,,"10.1136/bmjopen-2018-024096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060780315&doi=10.1136%2fbmjopen-2018-024096&partnerID=40&md5=58064aa941052fcf2be6207501124abb",Article,"Final",Open Access,Scopus,2-s2.0-85060780315
"Li, S., Zhang, Y., Fan, J., Liu, W., Gan, J., He, J., Yi, J., Tan, C., Zhu, X.","57209644190;56066256000;36779856100;55676848300;57141760100;57209638415;8248854000;57209643306;57204704833;","Patients with obsessive-compulsive disorder exhibit deficits in consummatory but not anticipatory pleasure",2019,"Frontiers in Psychology","10","MAY", 1196,"","",,,"10.3389/fpsyg.2019.01196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068320997&doi=10.3389%2ffpsyg.2019.01196&partnerID=40&md5=c63596844a27f51b77911ab3cf918fd7",Article,"Final",Open Access,Scopus,2-s2.0-85068320997
"Park, G., Marsh, B.U., Johnson, E.J.","55185067900;56178037500;57208574664;","Enhanced memory for fair-related faces and the role of trait anxiety",2019,"Frontiers in Psychology","10","MAR", 760,"","",,,"10.3389/fpsyg.2019.00760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065199802&doi=10.3389%2ffpsyg.2019.00760&partnerID=40&md5=a3a63ba78a1e1aaaf5a75783b6c27122",Article,"Final",Open Access,Scopus,2-s2.0-85065199802
